temp_array, energy_by_T_array, magnetization_by_T_array, specific_heat_by_T_array, susceptibility_by_T_array
6.000000,-0.565980,0.000812,0.000233,0.001023
5.000000,-0.758772,0.029089,0.000573,0.003460
4.000000,-1.893663,0.744396,0.003573,0.001813
3.000000,-2.699327,0.940693,0.008747,0.002923
2.000000,-2.939248,0.984752,0.019649,0.004661
1.000000,-2.970059,0.990119,0.087505,0.009646
