temp_array, energy_by_T_array, magnetization_by_T_array, susceptibility_by_T_array
10.000000,-0.307525,0.003703,0.000222
9.000000,-0.356634,0.002396,0.000255
8.000000,-0.391050,0.000337,0.000307
7.000000,-0.458218,0.005149,0.000531
6.000000,-0.569861,0.003881,0.001076
5.000000,-0.787287,0.002950,0.005081
4.000000,-1.906772,0.749505,0.001791
3.000000,-2.677901,0.936436,0.002968
2.000000,-2.938733,0.984693,0.004855
1.000000,-2.970178,0.990079,0.009803
