temp_array, energy_by_T_array, magnetization_by_T_array, specific_heat_by_T_array, susceptibility_by_T_array
6.000000,-0.556198,0.005010,0.000238,0.000923
5.000000,-0.751683,0.018059,0.000510,0.002976
4.000000,-1.894020,0.742851,0.003337,0.001857
3.000000,-2.679089,0.937149,0.008544,0.002794
2.000000,-2.940000,0.985267,0.022643,0.004664
1.000000,-2.572356,0.000515,0.070785,0.000018
